name,ph_seq,ph_dur
4_ckyg_24,SP uo n u l i u ei x i ao j i an q i ang SP,0.703696 0.01 0.12 0.3075 0.1325 0.69 0.01 0.03 0.3 0.01 0.02 0.12 0.05 0.47 0.14 0.01 0.31894 0.353583
4_ycjh_37,SP s u ei SP n i t AP SP,0.298866 0.3 0.01 0.595 0.105 0.18 0.24 0.04 0.205 2.281331
4_sh_1,SP sh uo q i l ai b ing b u j i m o g u d an SP,0.412812 0.18 0.3 0.21 0.32 0.08 0.15 0.16 0.48 0.14 0.25 0.22 0.29 0.13 0.19 0.15 0.33 0.13 0.815 0.30481
4_nn_45,SP n SP i SP b u zh i d ao AP,0.243039 0.275 0.335 0.18 0.34 0.06 0.2 0.11 0.21 0.06 0.835 0.25756
4_ycjh_17,n i k e zh i d ao SP uo q van b u d e x in t i ao SP AP SP,0.07 0.18 0.18 0.17 0.19 0.27 0.1 0.345 0.325 0.17 0.21 0.27 0.06 0.24 0.07 0.19 0.26 0.4675 0.1925 0.01 0.42 0.08 0.305 0.078
4_sh_14,SP m ei x i ang d ao i j ing h uan l e zh u ang h u ang SP AP SP,0.294535 0.17 0.28 0.5375 0.0125 0.02 0.07 0.29 0.3 0.19 0.45 0.16 0.33 0.16 0.16 0.15 0.01 0.3525 0.1375 0.01 0.835 0.38 0.26 0.458903
4_nbzdds_15,x i ang q ing SP p en d a v AP SP,0.3075 0.0125 0.02 0.16 0.585 0.065 0.03 0.32 0.05 0.66 0.345 0.185 0.218571
4_nbzdds_33,SP uo q ve m ei zh ua j in n i SP AP SP,0.21 0.03 0.22 0.38 0.31 0.21 0.16 0.48 0.21 0.47 0.2 2.26 0.38 0.46 0.15012
4_yhys_29,SP p a uo z ai x i ang q SP i n,0.16 0.05 0.2975 0.37 0.1425 0.26 0.85 0.01 0.08 1.03 0.6 1.53 0.03025
4_nbzdds_26,SP ie k ong s a m an l e x ing x ing SP AP SP,0.817732 0.01 0.14 0.17 0.19 0.4 0.24 0.23 0.15 0.8 0.18 0.17 0.2 1.615 0.08 0.2895 0.438707
4_htdst_29,SP i ong van d ou b u h u ei d ong AP SP,0.21 0.01 0.2775 0.37 0.0525 0.27 0.11 1.06 0.39 0.01 0.02 0.14 0.675 0.306 0.418005
4_yyzbs_16,SP i ou i zh ong b ei sh ang SP,0.18 0.02 0.3475 0.2225 0.17 1.02 0.07 0.2 0.2 1.785 5.90894
4_ckyg_27,SP z u ei u en r ou d e SP AP SP ve g u ang SP AP SP,0.133492 0.15 0.01 0.3375 0.0125 0.02 0.33 0.77 0.16 1.065 0.24 0.375 0.13 0.31 0.13 0.01 2.28 0.485 0.42969 0.206009
4_ycjh_19,x i ang k an n i x i ao SP AP,0.4475 0.0125 0.12 0.19 0.2 0.32 0.17 0.67 0.01 0.08 0.31 0.30288
4_slsz_16,SP i ou h u ei d ao SP zh e g e j in t ou SP AP SP,1.383016 0.01 0.02 0.21 0.02 0.6825 0.1375 0.85 0.04 0.12 0.24 0.15 0.18 0.16 0.23 0.17 0.59 0.33 0.63 0.06181
4_yyzbs_3,SP uo t ai j i d u SP sh i g u ang SP,0.13 0.2 0.15 0.21 0.16 0.25 0.12 0.95 0.41 0.32 0.11 0.11 0.02 0.825 0.438959
4_htdst_14,x i ang i ao b ao SP zh u n i SP q ve h u en l uan ch en m o AP SP,0.16 0.01 0.3275 0.0225 0.2375 0.1625 0.61 0.06 0.1 0.32 0.1 0.58 0.05 0.11 0.27 0.12 0.02 0.32 0.05 0.655 0.145 0.2 0.19 0.665 0.36644 0.279705
4_zgz_4,n i d e g u ang zh ao l i ang l e uo SP AP SP,0.17 0.07 0.11 0.06 0.07 0.02 0.1475 0.1025 0.29 0.07 0.01 0.41 0.04 0.4 0.505 0.345 0.235 0.434051
4_wzdssl_10,sh i n i b i an l e SP AP,0.21 0.2475 0.1025 0.25 0.17 0.02 0.24 0.12 0.83 0.295 0.34788
4_nbzdds_8,d u ei b u q i SP AP SP,0.2875 0.0125 0.02 0.1 0.48 0.25 0.645 0.265 0.26 0.314615
4_yhys_24,SP ve er m ing f eng er q ing AP,0.14 0.1875 1.3125 0.2 1.38 0.19 1.13 0.28 0.24 0.365 0.35681
4_wzdssl_23,sh i n i b i an l e SP,0.23 0.2175 0.1725 0.26 0.17 0.02 0.23 0.15 0.935 0.551478
4_syst_25,SP x i ao zh e k u zh e d ou k uai h uo SP AP SP,0.443288 0.3275 0.0125 0.02 0.09 0.11 0.16 0.13 0.1 0.13 0.11 0.31 0.14 0.36 0.17 1.28 0.105 0.39244 0.315556
4_sh_10,SP uo n a i ou sh uo h u ang SP AP SP,0.07 0.3775 0.0825 0.65 0.01 0.12 0.22 0.59 0.21 0.01 0.78 0.12 0.42881 0.477052
4_nn_7,SP m ao t an b an d e h ou zh ong g an SP AP SP,0.257823 0.05 0.16 0.14 0.21 0.09 0.19 0.07 0.16 0.14 0.18 0.13 0.19 0.09 0.165 0.08 0.20737 0.336032
4_syst_19,n eng g ou i ong b ao d e j i ou b ie l a ch e AP SP,0.09 0.16 0.07 0.6075 0.0125 0.06 0.1 0.33 0.12 0.36 0.48 0.01 0.02 0.17 0.18 0.1 0.31 0.19 0.275 0.30244 0.221995
4_wzqad_0,h en x i ang zh i d ao n i j in k SP u ang uo t ing r en sh uo SP,0.25 0.07 0.2275 0.0125 0.02 0.11 0.0875 0.0725 0.15 0.08 0.1 0.16 0.27 0.925 0.495 0.01 0.01 0.03 0.17 0.11 0.14 0.31 0.24 0.795 0.35631
4_sh_19,SP uo n a i ou sh uo h u ang SP AP,0.196576 0.3775 0.0825 0.64 0.01 0.13 0.22 0.57 0.22 0.01 0.775 0.095 0.44881
4_jd_43,sh i uo m en AP SP i h ou d e sh ang k ou SP,0.18 0.1475 0.21 0.1325 0.88 0.485 0.075 0.14 0.1 0.14 0.12 0.29 0.18 0.37 0.15 0.485 0.48223
4_ckyg_31,SP van l ai t ang z ai n i sh ou sh ang SP AP,0.06 0.3775 0.0625 0.12 0.14 0.36 0.1 0.38 0.07 0.27 0.17 0.17 0.15 1.225 0.125 0.35319
4_zgz_22,sh i x i ang i ao h ua n i d e sh ou SP AP SP,0.12 0.03 0.2875 0.0225 0.0875 0.0125 0.02 0.16 0.29 0.12 0.27 0.12 0.17 0.26 0.495 0.25 0.305 0.04506
4_yhys_16,SP t ai n i an q ing d e r en SP t a z ong sh i b u m an z u SP AP,0.391769 0.22 0.2 0.13 0.01 0.2375 0.1925 0.27 0.11 0.2 0.17 1.09 0.07 0.16 0.25 0.13 0.23 0.2 0.26 0.14 0.25 0.12 0.26 0.14 0.64 0.17 0.65162
4_ycjh_26,SP in u ei n i sh i uo d e j i ao ao SP AP,0.497438 0.3575 0.0225 0.2675 0.1025 0.37 0.65 0.01 0.27 0.11 0.5 0.5 0.01 0.01 1.085 0.34 0.64563
4_nn_40,SP c ong l ai d ou h en d i d i ao AP SP,0.329138 0.15 0.5075 0.0525 0.18 0.1 0.16 0.14 0.19 0.1 0.17 0.09 0.01 0.24 0.232 0.348209
4_trhxn_13,SP b i an ch eng l i ang b u b ei sh ang d e d i an ing SP,0.179705 0.11 0.03 0.2475 0.1625 0.78 0.08 0.01 0.32 0.08 0.15 0.13 0.44 0.17 0.33 0.08 0.14 0.1 0.05 0.44 1.33 0.755123
4_yj_5,SP u ei l ai i ou i g e r en z ai d eng d ai SP AP,0.501179 0.01 0.02 0.09 0.65 0.01 0.01 0.19 0.14 0.2 0.19 0.5 0.09 0.22 0.14 0.24 0.09 0.86 0.36 0.45331
4_wzqad_21,i q i h ai m an ch ang SP AP SP uo m en z ong n eng b u ch ang SP AP,0.01 0.18 0.27 0.2 1.22 0.12 0.16 0.17 0.87 0.23 0.175 0.045 0.15 0.12 0.7 0.16 0.38 0.06 0.29 0.11 0.15 0.27 1.03 0.125 0.39794
4_wzdssl_20,SP h ai i u ei n i x in l i d u ei uo i ou x i ang n i an l e SP AP SP,0.106644 0.1 0.3775 0.35 0.0125 0.41 0.1 0.26 0.18 0.19 0.08 0.37 0.14 0.01 0.16 0.24 0.02 0.56 0.21 0.01 0.34 0.08 0.02 0.15 0.1 0.96 0.245 0.69 0.399192
4_syst_0,SP n eng g ou uo j in d e j i ou b ie f ang l e AP,0.472109 0.23 0.18 0.07 0.55 0.03 0.18 0.35 0.1 0.31 0.18 0.04 0.3175 0.1225 0.12 0.17 0.24 0.01 0.5 0.38675
4_nbzdds_27,SP d an j i k e h u ei l uo d i SP AP SP,0.333061 0.09 0.24 0.12 0.16 0.18 0.47 0.18 0.01 0.3 0.08 0.24 0.13 1.53 0.305 0.51 0.07581
4_slsz_15,SP h ai i ou sh ei n eng l ai j i ao uo SP ai SP AP SP,0.297959 0.12 0.5175 0.0125 0.03 0.18 0.22 0.15 0.26 0.11 0.24 0.37 0.01 0.01 0.735 0.095 1.585 0.38 0.435 0.49219
4_trhxn_2,SP z u ei p SP a h u ei SP i SP t u r an f an g u en j i ao t ong zh e SP AP b u SP p ing x i,0.334399 0.18 0.01 0.0375 0.2275 0.085 0.3175 0.1325 0.01 0.19 0.08 0.92 0.05 0.14 0.29 0.08 0.16 0.15 0.48 0.07 0.01 0.3 0.2 0.01 0.1 0.12 0.48 0.11 0.32 0.085 0.365 0.09 0.125 0.125 0.33 0.13 0.18 0.25281
4_jd_18,SP i q i an d e i j v h ua,0.588322 0.3 0.24 0.04 0.34 0.07 0.46 0.32 0.24 0.29 0.19 0.30575
4_trhxn_1,z u ei SP p a SP p eng i ou t u r an d e g uan x in SP,0.14 0.01 0.27 0.11 0.04 0.645 0.105 0.06 0.54 0.01 0.15 0.17 0.31 0.1 0.35 0.08 0.12 0.11 0.51 0.17 0.825 0.544861
4_ckyg_23,SP van l ai t ang z ai n i sh ou sh ang SP AP,0.09 0.3775 0.0725 0.11 0.17 0.34 0.11 0.37 0.1 0.27 0.17 0.15 0.17 1.14 0.175 0.38781
4_wzqad_4,sh i j ie b u g uan z en i ang h u ang l i ang SP AP SP,0.24 0.3075 0.1125 0.3175 0.1325 0.27 0.15 0.26 0.18 0.49 0.01 0.09 0.28 0.01 0.13 0.12 0.01 0.795 0.33 0.225 0.06794
4_hjbj_23,SP uo h u ei d ai zh e x i ao l i an SP h u ei sh ou h an x van SP AP SP,0.08 0.1475 0.36 0.0125 0.02 0.13 0.26 0.13 0.21 0.44 0.01 0.02 0.13 0.01 0.725 0.545 0.24 0.02 0.21 0.18 0.18 0.16 0.24 0.21 1.0 0.09 0.27725 0.421224
4_nn_14,zh en x in d e d u ei uo h ao AP,0.13 0.38 0.16 0.18 0.1 0.18 0.11 0.01 0.22 0.21 0.13 0.265 0.247
4_jd_14,z ai t i an SP h ei l e SP i h ou SP,0.2 0.15 0.14 0.02 0.165 0.045 0.06 0.15 0.11 0.32 0.17 0.28 0.21 0.41812 0.127302
4_hjbj_20,SP uo m en h u ei b u d ao SP AP n a t i an SP AP SP,0.236576 0.3075 0.0925 0.28 0.76 0.01 0.02 0.16 0.28 0.12 0.58 0.105 0.345 0.14 0.3 0.19 0.02 1.66 0.255 0.52475 0.323787
4_hjbj_2,SP x i ang x i ang zh e SP AP m ei uo d e r i z i SP AP,0.174014 0.9875 0.0125 0.02 0.44 0.01 0.06 0.11 0.78 0.305 0.27 0.165 0.38 0.37 0.08 0.22 0.21 0.19 0.17 0.64 0.41 0.32331
4_yhys_9,k e sh i n i z ai q i ao d a AP uo d e ch u ang l ing SP AP,0.16 0.29 0.3675 0.07 0.1525 1.0 0.12 0.29 0.21 0.01 0.67 0.12 0.3 0.4025 0.4075 0.08 0.19 0.21 0.01 0.75 0.07 0.875 0.16 0.35288
4_yhys_8,SP ve er m ing f eng er q ing AP,0.18 0.0875 1.3025 0.21 1.41 0.2 1.11 0.3 0.19 0.31 0.31925
4_slsz_32,SP uo b u sh i i d ing i ao n i h u ei l ai SP AP,0.07 0.3275 0.0625 0.1575 0.5725 0.01 0.33 0.09 0.65 0.01 0.02 0.1 0.19 0.16 0.01 0.34 0.09 1.085 0.235 0.48231
4_trhxn_15,SP r an SP h ou l i ou x ia SP AP z u ei t ong d e j i n i an SP p in SP AP SP AP,0.492993 0.05 0.31 0.11 0.03 0.3 0.28 0.01 0.02 0.23 0.725 0.125 0.49 0.18 0.01 0.02 0.15 0.36 0.08 0.22 0.17 0.34 0.07 0.02 0.325 0.085 0.03 1.59 0.395 0.225 0.52 0.35512
4_nbzdds_36,SP uo j i an ch i b u n eng sh uo,0.299478 0.275 0.3625 0.0125 0.02 0.18 0.18 0.09 0.22 0.11 0.2 0.18 0.56169
4_yhys_14,SP i d ing sh i n i l ai sh i t ai x i ao x in SP AP SP,0.558776 0.42 0.14 0.48 0.38 0.02 0.18 0.44 0.12 0.44 0.37 0.05 0.17 0.4925 0.4975 0.01 0.02 0.25 0.69 0.3 0.625 0.10088
4_nn_38,SP uo x i ang sh uo q i sh i n i h en h ao SP,0.392698 0.2475 0.24 0.0125 0.07 0.13 0.13 0.19 0.13 0.31 0.02 0.1 0.15 0.14 0.19 0.1 0.51031 0.119728
4_nbzdds_9,SP uo q ve m ei zh uo j in n i SP AP,0.21 0.03 0.21 0.47 0.24 0.2 0.17 0.47 0.24 0.45 0.21 1.63 0.345 0.39594
4_zgz_16,SP i ou d e ai x i ang i ang g u ang q ing l uo SP AP,0.671995 0.01 0.02 0.11 0.53 0.12 0.52 0.02 0.01 0.02 0.17 0.36 0.01 0.02 0.2 0.17 0.24 0.405 0.08 0.23056
4_syst_12,t ou z ou l e q ing s i q ve l i ou zh u i g e n i AP SP,0.15 0.14 0.11 0.18 0.06 0.33 0.2 0.09 0.18 0.08 0.18 0.33 0.15 0.01 0.1 0.1 0.18 0.17 0.17 0.24 0.16 0.34 0.34388 0.41034
4_ycjh_34,z ai m ei i ou f an n ao d e j i ao l uo l i t ing zh i x vn zh ao SP AP SP,0.13 0.19 0.13 0.4575 0.0125 0.0675 0.1525 0.2 0.14 0.23 0.15 0.22 0.14 0.01 0.26 0.1 0.25 0.12 0.18 0.17 0.24 0.1 0.2 0.16 0.26 0.09 0.675 0.14 0.42106 0.187528
4_yhys_19,SP u ang l e h u ei t ou k an AP t a i ou m ei i ou k u AP SP,0.167982 0.01 0.2475 0.0325 0.06 0.2175 0.0125 0.02 0.18 0.21 0.24 0.825 0.3525 0.1325 0.72 0.01 0.02 0.25 0.77 0.01 0.02 0.23 1.045 0.40862 0.261905
4_nn_32,SP n i z i j i q ve b u zh i d ao AP,0.384308 0.06 0.17 0.13 0.1475 0.1225 0.14 0.17 0.17 0.12 0.17 0.11 0.21 0.09 0.61 0.41288
4_ckyg_29,SP k e uo AP b u c eng j i an g uo h ai i ang SP,0.48415 0.12 0.2575 0.2625 0.325 0.075 0.31 0.17 0.33 0.11 0.05 0.35 0.06 0.14 0.13 0.43 0.02 0.38944 0.141655
4_hjbj_12,SP uo d uo m e x i ang h e n i j i an i m i an SP AP SP,0.14 0.12 0.12 0.3 0.11 0.26 0.27 0.01 0.13 0.15 0.23 0.15 0.41 0.18 0.04 0.45 0.36 0.18 0.01 1.425 0.225 0.535 0.124422
4_ycjh_10,SP i c i j i ou h ao SP uo d ai n i q v k an t i an h u ang d i l ao SP AP,0.400794 0.21 0.17 0.1575 0.32 0.0125 0.02 0.17 0.35 0.29 0.21 0.14 0.24 0.11 0.2 0.19 0.18 0.14 0.22 0.15 0.01 0.22 0.34 0.01 0.02 0.09 0.25 0.11 0.665 0.255 0.33112
4_ycjh_0,SP x i ang k an n i x i ao SP,0.065 0.5225 0.0125 0.02 0.21 0.35 0.22 0.18 0.59 0.01 0.09 0.648156
4_htdst_25,l u en u ei x ia SP p i an d e d i an ing SP AP SP,0.15 0.02 0.5175 0.0125 0.04 0.18 0.29 0.11 0.21 0.01 0.02 0.13 1.04 0.15 0.03 0.02 1.03 0.085 0.27394 0.457574
4_zgz_38,SP uo k e i d eng z ai zh e l u k ou AP SP,0.09 0.2475 0.1725 0.3475 0.2825 0.16 0.27 0.14 0.17 0.16 0.24 0.13 0.23 0.19 0.215 0.25231 0.135397
4_trhxn_19,SP b en x i ang g e z i d e x ing f u h e SP i SP h an zh ong l ao q v AP SP,0.12941 0.05 0.2975 0.39 0.0125 0.0975 0.0625 0.35 0.1 0.14 0.06 0.44 0.17 0.31 0.1 0.33 0.11 0.37 0.07 0.31 0.09 0.04 0.34 0.1 0.34 0.05 0.17 0.15 0.495 0.35287 0.140431
4_slsz_3,SP x vn zh ao sh i l uo d e sh a zh ou SP AP,0.19966 0.18 0.2575 0.0925 0.58 0.5 0.01 0.09 0.59 0.08 0.2 0.19 0.28 0.13 0.82 0.43 0.39981
4_wzqad_11,x ve h u ei l e n i z u ei ai d e k ai l ang SP,0.19 0.0975 0.1425 0.01 0.2075 0.0525 0.25 0.19 0.4 0.14 0.01 0.06 0.64 0.12 0.08 0.2 0.35 0.1 0.815 0.2175
4_jd_46,SP uo h e n i sh ou q i an sh ou,0.07 0.3375 0.1725 0.36 0.17 0.31 0.18 0.3 0.19 0.03 0.27 0.19 0.34575
4_nbzdds_23,SP n i b u zh i d ao d e sh i SP AP SP,0.120249 0.09 0.22 0.13 0.51 0.2 0.26 0.08 0.6 0.09 0.41 0.42 1.435 0.38 0.19 0.047
4_wzqad_33,SP r ang uo q in i q in AP x i ang g uo q v i SP,0.15542 0.14 0.4075 0.3 0.2125 0.24 0.21 0.23 0.36 0.25 0.21 0.01 0.05 0.09 0.46 0.25 0.58 2.5 0.23381
4_htdst_24,SP sh i g uo l e SP AP SP d uo sh ao g e q i ou d ong AP SP,0.445601 0.4675 0.0125 0.1 0.39 0.41 0.81 0.325 0.265 0.09 0.06 0.19 0.19 0.29 0.1 0.21 0.2 0.01 0.24 0.11 1.07 0.36431 0.284853
4_slsz_23,l i ou x ia uo AP SP v h u ei d e SP p SP ai h AP uai,0.2275 0.0125 0.02 0.2 0.3775 0.6575 0.395 0.06 0.57 0.16 0.01 0.63 0.09 0.265 0.045 0.03 0.04 0.63 2.56 0.35 0.05394
4_wzqad_19,r ang uo q in i q in AP x i ang p eng i ou i i ang SP AP SP,0.09 0.4075 0.32 0.2225 0.27 0.2 0.23 0.4 0.24 0.2725 0.0275 0.01 0.08 0.49 0.02 0.61 1.56 0.01 0.395 0.51 0.2295 0.256009
4_sh_4,SP uo m ei i ou sh en m e SP in ing m o zh ang SP AP SP,0.1 0.3775 0.1425 0.52 0.01 0.03 0.23 0.37 0.26 0.37 0.55 0.01 0.15 0.17 0.36 0.14 1.215 0.34 0.21 0.13394
4_syst_11,SP zh eng b u g uo zh ao x i AP SP i ou n i an zh e u ang x i AP,0.16415 0.17 0.14 0.1 0.11 0.13 0.12 0.13 0.34 0.24 0.38 0.24 0.15 0.01 0.02 0.11 0.02 0.12 0.13 0.53 0.01 0.02 0.23 0.36 0.20706
4_nbzdds_43,u ei sh en m e h en x ia x in AP,0.02 0.5975 0.1525 0.1275 0.2125 0.5 0.15 0.51 0.19 0.53 0.17 0.255 0.34775
4_dance_4,n i k e i s u ei zh e uo d e b u f a,0.13 0.25 0.15 0.3275 0.2625 0.2 0.01 0.3 0.06 0.35 0.32 0.11 0.24 0.17 0.23 0.14 0.25625
4_jd_24,SP uo m en d ou l ei l e SP AP,0.742336 0.1975 0.0725 0.16 0.09 0.17 0.11 0.38 0.11 0.625 0.59 0.29331
4_jd_17,SP i ong van d e ai SP uo SP AP SP,0.28 0.01 0.1475 0.49 0.0925 0.39 0.01 0.59 0.88 0.22 0.60525 0.22254
4_ycjh_4,SP x ia i m i ao zh uan sh en j i ou n eng SP h e h ao SP,0.190249 0.21 0.2775 0.2125 0.13 0.02 0.23 0.11 0.2 0.18 0.21 0.34 0.01 0.02 0.13 0.275 0.255 0.17 0.49 0.2 0.845 0.569315
4_hjbj_1,SP z ou g uo n i l ai sh i d e l u SP,0.371474 0.21 0.27 0.14 0.28 0.12 0.29 0.12 0.4 0.25 0.44 0.15 0.32 0.13 1.075 0.40256
4_wzdssl_22,SP sh i n i b i an l e SP,0.347098 0.25 0.2475 0.1025 0.24 0.19 0.01 0.22 0.16 0.8 0.72894
4_jd_21,SP d ang ch u n ei x ie u en r ou SP AP,0.420091 0.15 0.3375 0.1825 0.3175 0.1125 0.3 0.16 0.65 0.01 0.02 0.32 0.655 0.125 0.74675
4_wzdssl_7,SP n i i ao sh uo h ua l e SP AP SP,0.314308 0.12 0.4275 0.0125 0.1975 0.1625 0.2 0.18 0.36 0.06 0.87 0.29 0.32438 0.290068
4_zgz_41,l i an i an l ei d ou j ve d e z i i ou AP SP,0.13 0.01 0.4875 0.0125 0.01 0.3 0.26 0.13 0.27 0.12 0.17 0.1 0.22 0.56 0.01 0.02 0.245 0.31194 0.458707
4_zgz_36,SP uo k e i g en z ai n i sh en h ou AP SP,0.06 0.3575 0.1525 0.3975 0.2725 0.15 0.29 0.13 0.19 0.1 0.22 0.19 0.27 0.13 0.24 0.24012 0.122834
4_trhxn_21,SP g uo d e k uai l e h uo,0.326485 0.08 0.34 0.07 0.25 0.18 0.77 0.08 0.67 0.18 1.6525
4_zgz_13,b u g uan n i h u ei b u h u ei j ing g uo AP,0.14 0.23 0.14 0.21 0.16 0.25 0.17 0.02 0.27 0.12 0.1 0.26 0.01 0.1575 0.1225 0.28 0.09 0.22 0.34725
4_zgz_25,SP in u ei n i i ou m eng k e z uo SP AP,0.14 0.6475 0.0125 0.02 0.17 0.62 0.01 0.06 0.13 0.26 0.17 0.26 0.15 0.905 0.285 0.29319
4_dance_33,SP n i g ei SP d e ai SP AP,0.312154 0.09 0.26 0.11 1.815 0.105 0.04 2.16 0.205 0.3 0.72
4_sh_8,SP uo m ei i ou sh uo h u ang SP AP SP uo h e b i sh uo h u ang SP AP,0.13 0.4075 0.1125 0.65 0.01 0.04 0.25 0.65 0.23 0.01 0.845 0.1 0.355 0.08 0.33 0.15 0.39 0.11 0.26 0.22 0.64 0.24 0.01 0.745 0.16 0.44475
4_zgz_12,SP uo k e i d eng z ai zh e l u k ou AP SP,0.406032 0.2675 0.1425 0.3675 0.2725 0.16 0.32 0.12 0.18 0.15 0.27 0.12 0.24 0.18 0.225 0.22869 0.330295
4_slsz_33,zh i sh i d ang d u z i z ou r u r en h ai SP AP SP,0.2875 0.0325 0.4575 0.06 0.0525 0.3 0.1 0.26 0.12 0.21 0.12 0.33 0.12 0.21 0.11 0.21 0.16 2.075 0.1 0.28106 0.106145
4_dance_27,SP u zh u d e d eng d ai SP AP SP,0.24 0.08 0.11 0.29 0.07 0.26 0.13 2.58 0.07 1.14 0.26 0.575 0.470907
4_ckyg_22,SP uo i u ei d e i u ang SP AP SP,0.405125 0.1275 0.36 0.0125 0.02 0.11 0.1975 0.2825 0.02 1.45 0.245 0.42581 0.18263
4_dance_19,SP in c ang b u zh u d e c u ei r uo SP AP SP,0.304399 0.25 0.15 0.31 0.09 0.23 0.14 0.28 0.07 0.27 0.2 0.01 0.24 0.1 0.62 0.325 0.55919 0.318639
4_wzqad_2,SP j ing g uo n a d uan i h an SP q ing n i f ang x in SP AP SP,0.437823 0.15 0.12 0.09 0.12 0.11 0.18 0.1575 0.3425 0.28 0.22 0.705 0.435 0.17 0.13 0.13 0.42 0.21 1.34 0.19 0.715 0.24 0.395 0.09281
4_hjbj_6,SP zh i sh i m ei l e n i d e h ua m i an SP,0.412902 0.8175 0.0325 0.26 0.18 0.17 1.4 0.1 0.28 0.14 0.27 0.12 0.23 0.18 0.27 0.2 0.01 0.475 0.823247
4_htdst_35,n i d e l ei SP AP,0.12 0.49 0.13 0.42 0.14 3.4 0.24 0.30775
4_yyzbs_12,s i n i an q ve AP b ei d u ei b ei zh ang u ang SP AP,0.15 0.2975 0.0725 0.01 0.22 0.17 0.29 0.3375 0.0825 0.26 0.12 0.01 0.22 0.12 0.38 0.18 0.84 0.01 0.905 0.34 0.27919
4_ycjh_24,SP b u p SP a n i k u SP,0.412653 0.13 0.22 0.03 0.39 0.01 0.4 0.18 0.21 0.53 1.071195
4_wzqad_6,SP uo z u ei q in ai d e SP AP n i g uo d e z en m e i ang AP SP,0.328685 0.3075 0.3 0.0125 0.02 0.25 0.18 0.22 0.08 0.52 0.335 0.2675 0.1175 0.13 0.1 0.12 0.05 0.25 0.19 0.27 0.13 0.23 0.02 2.28 0.31025 0.223991
4_dance_7,t u r an zh i j i an l ang m an SP u f a sh i SP h uai SP AP,0.2 0.29 0.1 0.2775 0.1025 0.26 0.14 0.01 0.31 0.05 0.36 0.07 0.39 0.41 0.51 0.19 0.5875 0.3425 0.435 0.095 0.1 0.545 0.085 0.363
4_yyzbs_9,SP u f a i u ang SP,0.65 0.02 0.22 0.71 0.73 0.02 1.975 0.29581
4_sh_3,c ai h u ei j ie g uo d ou SP zh en u ang SP AP SP,0.18 0.24 0.21 0.01 0.68 0.17 0.32 0.15 0.33 0.15 0.5 0.38 0.13 0.37 0.01 1.475 0.39 0.375 0.42597
4_wzqad_1,h ai b u r u n i SP AP SP d u ei uo j i ang SP,0.15 0.1 0.13 0.14 0.09 0.4 0.15 0.46 0.075 0.14 0.145 0.08 0.01 0.37 0.14 0.27 0.01 0.505 0.35025
4_hjbj_18,SP sh u x i d e n a i t i ao j ie SP,0.360091 0.21 0.23 0.2 0.28 0.11 0.25 0.16 0.57 0.5 0.42 0.01 0.02 0.18 1.13 0.39725
4_ycjh_13,SP n i k e zh i d ao SP uo u ei i d e x i ang i ao SP AP SP,0.117483 0.17 0.19 0.16 0.17 0.21 0.26 0.09 0.34 0.32 0.46 0.01 0.06 0.43 0.1 0.19 0.81 0.01 0.01 0.02 1.08 0.085 0.44425 0.399252
4_dance_11,SP sh i f ou uo i g e r en z ou AP SP,0.49356 0.21 0.2375 0.1225 0.03 0.75 0.29 0.1 0.25 0.14 0.29 0.1 0.365 0.31938 0.46229
4_yhys_25,SP n i i ou k e z eng l ai g uo AP SP uo d e m eng l i SP AP SP,0.201837 0.14 0.5875 0.0125 0.02 0.19 0.99 0.19 0.4 0.08 0.62 0.17 0.265 0.425 0.05 0.36 0.1 0.2 0.19 0.74 0.09 0.82 0.17 0.45788 0.492902
4_nbzdds_2,SP ie k ong s a m an l e x ing x ing SP,0.808844 0.02 0.15 0.15 0.2 0.51 0.19 0.26 0.11 0.78 0.18 0.15 0.21 0.795 0.568611
4_htdst_18,SP uo d e l ang m an SP t ai b u j i g e SP AP SP,0.09 0.15 0.07 0.1 0.11 0.3675 0.1125 0.615 0.275 0.17 0.23 0.14 0.13 0.17 0.15 0.14 0.635 0.35 0.24431 0.263537
4_wzqad_16,SP uo z u ei q in ai d e SP AP n i g uo d e z en m e i ang AP,0.04 0.3475 0.32 0.0125 0.02 0.21 0.17 0.25 0.09 0.635 0.105 0.325 0.105 0.11 0.11 0.13 0.06 0.27 0.18 0.27 0.12 2.48 0.01 0.055 0.28563
4_yyzbs_15,SP z en h u ei sh i q v f ang x i ang SP AP SP,0.124354 0.13 0.19 0.2875 0.0125 0.05 0.19 0.23 0.15 0.23 0.14 0.23 2.87 0.01 0.355 0.615 0.11 0.28369
4_wzdssl_17,SP uo d e x in zh en d e sh ou SP sh ang l e SP AP SP,0.456961 0.3275 0.1125 0.26 0.18 0.25 0.16 0.26 0.13 0.19 0.25 0.41 0.28 0.19 0.7 0.12 0.725 0.405 0.425 0.05819
4_yhys_15,SP zh i d ao uo sh u ei d e SP q ing SP AP SP,0.383787 0.22 0.2875 0.1125 0.24 0.34 0.26 0.01 0.5 0.11 0.62 0.22 0.34 1.225 0.335 0.395 0.19525
