name,ph_seq,ph_dur
36_yd_14,SP ie sh uo h ao m ei i ou m i m i b i SP c i h en t ou m ing SP,0.12 0.105 0.185 0.1475 0.1225 0.0975 0.0925 0.39 0.01 0.19 0.14 0.24 0.12 0.185 0.175 0.195 0.045 0.18 0.21 0.13 0.24 0.17 0.21 0.16 1.06 0.18844
36_qmnlg_18,SP j v j ve sh eng s e SP d e zh ang i ang SP,0.04 0.12 0.1575 0.1125 0.05 0.2 0.31 0.26 0.395 0.045 0.08 0.12 0.2 0.45 0.01 0.29 0.52694
36_bllxmx_18,SP h u ei sh i x i an z u ei m ei d e m eng x SP,0.05 0.07 0.01 0.0475 0.19 0.0375 0.135 0.01 0.095 0.115 0.01 0.2275 0.1425 0.285 0.085 0.12 0.14 0.16 1.02 0.11506
36_mdlbsy_16,l i an j i ao b u d ou f u l ang m ing g e d e AP sh eng AP SP in,0.11 0.02 0.1175 0.16 0.0125 0.02 0.14 0.15 0.05 0.12 0.17 0.21 0.04 0.16 0.11 0.14 0.06 0.2 0.06 0.1725 0.1175 0.23 0.115 0.355 0.06 0.05794
36_mdlbsy_5,SP h uo h ong d e SP u i x spn zh uan z ai l v in SP x i ao SP j ing SP AP SP,0.525986 0.04 0.11 0.16 0.22 0.06 0.13 0.1 0.19 0.16 0.18 0.16 0.08 0.15 0.09 0.22 0.06 0.16 0.27 0.06 0.33 0.01 0.17 0.05 0.2 0.225 0.1 0.57363 0.235601
36_yd_7,c ai n eng u ang l e SP AP q ing l u j i an x in SP,0.24 0.23 0.13 0.3175 0.0225 0.25 0.27 0.305 0.125 0.4025 0.2075 0.46 0.13 0.425 0.175 0.01 0.415 0.305 0.885 0.63931
36_sjmhynhhxk_12,SP uo zh i t a ch eng f eng SP spn o l ang q v l e h ei an i t ang AP SP,0.08 0.08 0.13 0.125 0.095 0.1 0.14 0.11 0.13 0.125 0.075 0.04 0.07 0.01 0.21 0.14 0.09 0.08 0.1 0.16 0.17 0.28 0.17 0.21 0.34 0.52494 0.118798
36_knf_23,k e SP n eng uo h ai m ei SP v j i an SP n a g e t a b a SP AP,0.13 0.02 0.04 0.15 0.2275 0.09 0.1825 0.1 0.14 0.105 0.205 0.29 0.23 0.02 0.69 0.77 0.18 0.1875 0.0825 0.01 0.25 0.22 0.06 0.585 0.43 0.22425
36_nn_35,ai i g e r en x i u ang t a SP g uo g eng h ao AP SP,0.6175 0.1625 0.19 0.16 0.11 0.42 0.18 0.25 0.01 0.195 0.075 0.04 0.38 0.2 0.16 0.12 0.15 0.16 0.365 0.60612 0.358435
36_sjmhynhhxk_29,SP g an SP t ong sh en sh ou AP g ei n i j i ou sh u r e SP,0.18907 0.19 0.075 0.195 0.12 0.07 0.22 0.28 0.24 0.275 0.475 0.1 0.09 0.1 0.06 0.17 0.04 0.25 0.21 0.11 0.14 1.37 0.465071
36_ykndyw_16,SP r ang i ong g an d ai t i s uo i ou j i ou AP SP,0.390431 0.12 0.1375 0.0125 0.3975 0.0625 0.29 0.05 0.25 0.08 0.09 0.23 0.29 0.01 0.04 0.16 0.01 0.06 0.11 0.440811
36_bllxmx_5,SP i g e SP zh ou v i g e f u h ao SP,0.1 0.05 0.11 0.02 0.05 0.14 0.2575 0.0125 0.21 0.1 0.06 0.16 0.11 0.12 0.385 0.41381
36_yycy_24,l u d eng x ia h u en h u ang d e j i an ing AP,0.12 0.07 0.1 0.2075 0.1825 0.2275 0.3525 0.01 0.04 0.14 0.02 0.31 0.05 0.2 0.17 0.06 0.01 0.32 0.33575
36_ykndyw_35,zh i n eng sh uo i j v h ua SP,0.15 0.2475 0.0625 0.1575 0.2325 0.32 0.24 0.31 0.26 0.21 0.185 0.440215
36_mtnh_3,SP ve b en SP spn ao SP ve m i ao x i ao SP,0.265193 0.13 0.16 0.215 0.135 0.05 0.425 0.435 0.11 0.13 0.01 0.38 0.27 0.01 0.59 1.10575
36_ydt_35,SP i an sh en j i an d ing zh e SP uo m en d e x spn z e SP AP,0.466032 0.01 0.0475 0.0725 0.1075 0.0825 0.03 0.1775 0.0525 0.1775 0.1125 0.195 0.085 0.13 0.14 0.25 0.06 0.07 0.22 0.18 0.1 1.0 0.165 0.65462
36_qssymm_14,g ao l ou u ang d uan q ing i ou d u zh ong SP,0.13 0.1575 0.0825 0.4475 0.0125 0.02 0.07 0.12 0.19 0.39 0.01 0.1075 0.1025 0.11 0.21 0.585 0.52906
36_yycy_27,zh i sh ao uan x i ao h ua h ai n eng sh uo q i SP,0.13 0.08 0.11 0.1775 0.17 0.1825 0.01 0.19 0.06 0.1 0.13 0.28 0.08 0.215 0.195 0.29 0.26 0.505 0.54574
36_syst_11,zh eng b u g uo zh ao x i AP SP i ou n i an zh e u ang x i AP SP,0.15 0.13 0.07 0.16 0.12 0.08 0.17 0.23 0.28 0.34 0.345 0.055 0.01 0.13 0.09 0.02 0.15 0.09 0.21 0.02 0.27 0.27 0.29 0.29063 0.243469
36_ydt_21,AP i ong x in k e h ua z u ei x ing f u d e f eng g e SP AP SP,0.1175 0.0125 0.0375 0.0925 0.095 0.085 0.1775 0.1325 0.1775 0.1225 0.01 0.03 0.19 0.1 0.18 0.21 0.04 0.12 0.2 0.2 0.05 0.89 0.19 0.53381 0.140159
36_mtnh_22,c eng j ing b ing j i an u ang SP q i an d e h uo SP b an SP AP,0.16 0.19 0.12 0.21 0.09 0.16 0.12 0.04 0.26 0.02 0.575 0.075 0.23 0.01 0.31 0.05 0.34 0.28 0.44 0.1 0.08 0.58 0.08 0.40263
36_qmnlg_6,SP uo SP zh i d ao f eng l i i ou sh i j v AP,0.19576 0.01 0.18 0.17 0.1775 0.0225 0.08 0.25 0.19 0.88 0.01 0.01 0.06 0.54 0.07 0.2 0.1475 0.43906
36_trhxn_18,SP t u r an h ao x i ang n i AP t u r an f eng l i d e h u ei i AP SP,0.454921 0.22 0.3475 0.1425 0.2175 0.1725 0.635 0.805 0.01 0.04 0.19 0.26 0.4975 0.1325 0.39 0.04 0.24 0.21 0.38 0.05 0.19 0.04 0.2 0.24 0.01 0.4 0.4 0.45956 0.298299
36_bllxmx_0,SP ch uan sh uo i ou g e m o f a b ao SP,0.05 0.26 0.07 0.15 0.2075 0.0225 0.02 0.13 0.0675 0.1225 0.1575 0.2125 0.16 0.07 0.37 0.494948
36_nn_37,SP n i b i z i j i g eng SP zh ong i ao SP AP,0.124331 0.09 0.2175 0.0825 0.1325 0.1475 0.1575 0.1425 0.15 0.13 0.275 0.205 0.11 0.54 0.02 0.785 0.4 0.17669
36_yd_4,SP i l u c ong n i n ing z ou SP d ao AP l e SP AP m ei SP j ing SP,0.363741 0.23 0.17 0.1775 0.1525 0.27 0.06 0.29 0.09 0.21 0.14 0.275 0.385 0.07 0.595 0.1325 0.0625 0.445 0.125 0.3425 0.1275 0.19 0.05 0.18 0.415 0.488704
36_wyy_47,SP sh en m e d ou SP AP SP spn i u ei n AP SP,0.353492 0.28 0.3475 0.1125 0.195 0.205 1.05 0.085 0.31 0.065 0.12 1.68 0.01 0.01 0.01 0.135 0.09869
36_la_52,SP uo SP m ei x i ang j i ou ch an AP SP,0.224649 0.01 0.1 0.27 0.15 0.3275 0.0125 0.2275 0.1225 0.03 0.23 0.24 0.225 0.35381 0.221179
36_mtnh_1,SP z ai m ing spn g u ang ch ang SP zh ong i ang SP d eng d ai SP,0.148005 0.2 0.1 0.17 0.4775 0.0325 0.21 0.01 0.02 0.22 0.37 0.35 0.12 0.3 0.02 0.455 0.115 0.11 0.49 0.14 0.54 0.564612
36_mtnh_8,zh ang SP d a i h ou SP AP SP uo zh i n eng b en SP spn ao SP AP,0.15 0.01 0.07 0.23 0.2975 0.4525 0.24 0.595 0.11 0.445 0.06 0.11 0.21 0.23 0.09 0.2 0.1 0.18 0.18 0.04 0.635 0.12 0.33019
36_wyy_31,SP AP SP uo spn i SP u ei n i AP SP,0.420249 0.14 0.05 0.01 0.3375 0.3475 0.215 0.01 0.54 0.11 0.48 0.48 0.445057
36_mtnh_0,k an z uo t i an d e uo SP m en z ou SP spn l e SP,0.23 0.13 0.13 0.17 0.16 0.02 0.1575 0.0625 0.31 0.405 0.395 0.06 0.22 0.16 0.295 0.305 0.59 0.04 0.31 0.624055
36_ybkjdn_4,r u g uo i ou i t i an uo b u z ai g an sh ang SP,0.14 0.07 0.12 0.02 0.01 0.2875 0.0825 0.18 0.02 0.21 0.06 0.13 0.08 0.12 0.08 0.13 0.25 0.2 0.355 0.679142
36_gddzh_3,SP i k e d a sh u d e SP z ong h e SP j i j ie d an i d e zh ong l i ang SP,0.13 0.11 0.16 0.09 0.15 0.3025 0.2475 0.22 0.04 0.235 0.065 0.22 0.24 0.27 0.67 0.37 0.14 0.14 0.13 0.11 0.18 0.41 0.34 0.08 0.245 0.275 0.32 0.3 0.01 0.805 0.26288
36_mdlbsy_15,SP h uo h ong d e u i x spn zh uan z ai l v in SP x i ao SP j ing SP AP SP,0.34 0.05 0.02 0.01 0.1275 0.0125 0.02 0.01 0.14 0.16 0.16 0.08 0.14 0.1 0.22 0.06 0.15 0.26 0.06 0.37 0.01 0.14 0.06 0.2 0.28 0.1 0.52812 0.3322
36_trhxn_1,z u ei SP spn a SP AP SP spn eng i ou SP t u r an d e g uan x in SP,0.21 0.01 0.13 0.23 0.07 0.39 0.09 0.115 0.205 0.34 0.02 0.05 0.225 0.045 0.17 0.33 0.11 0.34 0.06 0.14 0.17 0.5 0.34 0.675 1.029768
36_adgy_19,SP i h u ei t ou f a x i an AP z ao i t a ch u l e AP h ong ch en SP uan zh SP,0.09 0.0975 0.1025 0.01 0.15 0.15 0.3175 0.1425 0.11 0.4025 0.0275 0.01 0.31 0.11 0.48 0.455 0.125 0.1275 0.1825 0.6 0.04 0.1 0.33 0.14 0.4 0.32 0.615 0.095 0.3175 1.6725 0.641888
36_knf_8,k e n eng SP uo zh u ang l e n an q i ang c ai h u ei h u ei t ou b a AP SP,0.3 0.22 0.22 0.135 0.355 0.12 0.28 0.01 0.05 0.06 0.1 0.15 0.3875 0.1225 0.01 0.12 0.12 0.11 0.16 0.01 0.03 0.28 0.01 0.02 0.19 0.3525 0.0775 0.21 0.41081 0.122766
36_nn_27,SP sh en m e SP k u en n an d ou j ve d e i ou x i u ang SP AP SP,0.170862 0.17 0.09 0.2 0.125 0.095 0.11 0.02 0.49 0.05 0.46 0.07 0.13 0.14 0.06 0.05 0.26 0.01 0.02 0.23 0.24 0.02 0.38 0.205 0.46175 0.33542
36_nn_5,SP in u ei uo SP uan q spn x in r en n i SP,0.51059 0.2275 0.0225 0.2975 0.4775 0.415 0.1875 0.1425 0.35 0.2 0.18 0.11 0.13 0.18 0.95388 0.422358
36_wyy_12,SP uo SP spn i u ei n i AP SP,0.04 0.335 0.055 0.03 0.01 0.01 1.79 0.06 0.175 0.35113 0.102948
36_mtnh_20,d ou zh e j i an b ang SP k u q i AP SP,0.12 0.17 0.15 0.1 0.2 0.04 0.2175 0.0525 0.62 0.12 0.19 0.115 0.205 0.17 0.36288 0.155057
36_yd_3,SP sh i u ei zh u f u uo l ia er SP j v x ing SP,0.209116 0.18 0.01 0.01 0.2175 0.1425 0.2075 0.2725 0.01 0.51 0.1 0.43 0.3 0.19 0.2 0.37 0.32 0.655 0.3565
36_yxqc_19,SP x i ang h e n i i ou s i f ang sh ang q ing v d e f eng g u ang AP SP,0.05 0.2475 0.0125 0.0475 0.1525 0.1975 0.0725 0.31 0.01 0.25 0.21 0.05 0.16 0.1 0.16 0.12 0.18 0.17 0.24 0.07 0.07 0.22 0.42 0.06 0.01 0.205 0.36137 0.468141
36_nn_12,SP uo x i ang sh uo q i sh i n i h en h ao AP SP,0.13 0.0575 0.2025 0.01 0.1375 0.1325 0.12 0.18 0.12 0.3 0.06 0.09 0.15 0.1 0.19 0.12 0.245 0.23244 0.10254
36_la_55,uo x spn z e SP spn ang g uan AP SP AP SP,0.2225 0.1675 0.1575 0.1225 0.195 0.125 0.06 0.32 0.09 0.605 0.35 0.295 0.35 0.506978
36_ydt_37,sh i n i r ang uo d e sh eng h uo c ong SP c i SP d ou zh i i ao n i SP spn ei h e AP SP,0.16 0.2175 0.0625 0.21 0.08 0.2675 0.2425 0.03 0.08 0.21 0.13 0.13 0.15 0.17 0.105 0.045 0.14 0.06 0.13 0.06 0.19 0.13 0.24 0.02 0.24 0.07 0.075 0.145 0.06 0.16 0.14 0.02 0.42756 0.227098
36_mtnh_14,SP i b i an sh i q v SP AP SP i b i an z ai x spn zh ao SP,0.09 0.1375 0.1425 0.01 0.125 0.555 0.05 0.23 0.54 0.19 0.41 0.05 0.22 0.1 0.01 0.22 0.08 0.14 0.21 0.2 0.14 0.62 0.694202
36_mdlbsy_19,SP spn SP l ai ai SP k e i j i j ing SP AP,0.125147 0.03 0.05 0.04 0.1875 0.3825 0.08 0.13 0.38 0.13 0.2 0.05 0.21 0.425 0.205 0.47219
36_ydt_46,SP sh i n i r ang uo d e sh i j ie c ong n a k e b i an ch eng f en h ong s e AP,0.485692 0.19 0.1275 0.1325 0.18 0.1 0.2675 0.2125 0.04 0.085 0.285 0.1 0.1 0.14 0.21 0.04 0.2 0.11 0.21 0.2 0.09 0.01 0.14 0.13 0.14 0.12 0.18 0.09 0.16 0.16 0.09 0.33437
36_ykndyw_31,r ang l a zh u SP d ai SP t i s uo i ou SP d eng AP,0.11 0.4575 0.0325 0.3625 0.2475 0.4 0.14 0.1 0.34 0.08 0.55 0.1675 0.3725 0.31 0.01 0.075 0.055 0.1 0.115 0.29394
36_knf_27,k e SP n eng uo h ai m ei SP v j i an SP AP n a g e t a b a SP,0.19 0.02 0.05 0.14 0.2275 0.12 0.1625 0.12 0.13 0.18 0.13 0.31 0.22 0.03 0.74 0.24 0.5 0.15 0.215 0.095 0.01 0.24 0.17 0.12 0.435 0.4885
36_qys_3,SP sh i j i an sh ao zh uo SP g u en SP t ang SP,0.293469 0.22 0.09 0.09 0.04 0.03 0.16 0.26 0.16 0.58 0.06 0.11 0.02 0.19 0.11 0.15 0.35 0.922505
36_la_0,SP x i u ang n i d ao ie l i SP j i ou sh i l uo SP,0.161542 0.31 0.1375 0.0225 0.2375 0.0625 0.1475 0.0325 0.01 0.12 0.03 0.385 0.045 0.14 0.01 0.1375 0.5425 0.01 0.13 0.515 0.43481
36_wyy_1,r u ing SP s u ei x ing SP,0.16 0.2475 1.5925 0.22 0.23 0.01 0.43 0.37 0.795 0.28719
36_syst_3,sh eng x ia l e sh en SP m e SP,0.21 0.28 0.22 0.44 0.05 0.21 0.29 0.01 0.42 0.02 0.68 1.212735
36_yxqc_26,l i ou ve f eng z ou j ie ch uan x i ang AP SP,0.11 0.01 0.1675 0.1425 0.18 0.11 0.12 0.13 0.13 0.08 0.17 0.1 0.23 0.01 0.07 0.26019 0.293673
36_trhxn_11,SP t u r an m o SP h u SP d e SP i an j ing SP,0.378435 0.2 0.2775 0.1225 0.2275 0.2825 0.34 0.25 0.19 0.755 0.045 0.07 0.36 0.5 0.01 0.61 0.29 1.28 0.59875
36_qys_0,SP SP uo h ua ch en ai AP f ei i ang SP,0.539388 0.0575 0.0825 0.13 0.07 0.2 0.61 0.22 0.17 0.21 0.37 0.02 0.77 0.36337
36_mdlbsy_21,c ai h u ei b o l i q i an d e sh en ing SP,0.16 0.1375 0.0725 0.01 0.01 0.14 0.12 0.02 0.06 0.16 0.01 0.17 0.05 0.04 0.18 0.28 0.245 0.15519
36_la_40,SP uo i g e r en l an AP,0.08 0.2175 0.2725 0.2 0.33 0.12 0.34 0.1 0.52 0.44387
36_nn_32,SP n i z i j i q ve b u zh i d ao AP,0.190726 0.08 0.1175 0.1325 0.1675 0.1325 0.1625 0.1375 0.14 0.14 0.14 0.15 0.18 0.1 0.625 0.40463
36_knf_7,SP n eng f ou x v uo i g e SP i ong spn SP,0.238662 0.1 0.0475 0.2025 0.29 0.22 0.17 0.28 0.14 0.18 0.24 0.91 0.01 0.03 1.25 0.85269
36_hsgddj_19,b a t a d ang ch eng zh eng g e AP SP v zh ou AP SP,0.23 0.1325 0.1075 0.1525 0.1175 0.1675 0.1125 0.13 0.12 0.18 0.14 0.37 0.26 0.06 0.34 0.28 0.315 0.52344 0.444444
36_qssymm_18,q ing sh en sh en v m eng m eng SP,0.23 0.06 0.23 0.13 0.18 0.1375 0.1625 0.17 0.49 0.02 0.08 1.03575
36_wyy_9,SP d a sh eng d e SP g ao SP s u n i SP,0.293923 0.14 0.1775 0.2325 0.5725 0.1975 0.57 0.13 0.13 0.25 0.27 0.21 0.3 0.06 1.16 1.038432
36_yxqc_6,r en r u h ai ch e ch eng h ang SP,0.1 0.3475 0.1425 0.13 0.14 0.3 0.19 0.12 0.13 0.09 0.19 0.72 0.44188
36_hsgddj_37,SP u ei j i an g uo t ai d uo sh eng l ing SP,0.324127 0.01 0.08 0.12 0.04 0.1375 0.0825 0.1075 0.1325 0.17 0.06 0.1 0.2 0.27 0.08 0.095 0.735309
36_mdlbsy_9,SP spn SP l ai ai SP k e i j i j ing SP AP SP,0.137324 0.03 0.04 0.05 0.1875 0.3575 0.075 0.14 0.38 0.1575 0.1625 0.08 0.2 0.285 0.185 0.54931 0.452993
36_qys_5,SP l u sh ang x ing z ou SP c ong m ang SP,0.296961 0.12 0.06 0.13 0.06 0.2 0.31 0.14 0.45 0.2 0.22 0.1 0.26 0.57 0.526171
36_hsgddj_17,SP uo d e b ei j i r u h u ang q i ou SP,0.09 0.12 0.12 0.13 0.12 0.1675 0.1525 0.12 0.1 0.13 0.21 0.01 0.13 0.19 0.02 0.065 0.19163
36_yxqc_36,SP spn l ai s uo u ei ai q ing SP AP,0.300567 0.4275 0.0425 0.11 0.21 0.47 0.01 0.22 0.13 0.25 0.495 0.095 0.33931
36_ydt_32,SP sh i n i r ang uo x i ang i ao m ei SP t i an u ei n i x ie i sh ou q ing g e AP,0.336848 0.19 0.2175 0.0625 0.18 0.08 0.2375 0.1325 0.41 0.02 0.15 0.01 0.02 0.14 0.135 0.065 0.13 0.02 0.35 0.01 0.02 0.14 0.11 0.2 0.25 0.14 0.16 0.12 0.2 0.17 0.09 0.065 0.44225
36_sjmhynhhxk_18,SP c SP i sh i AP SP i ing f ei c SP ao zh ang ai d e r en zh eng z ai l u sh ang AP,0.109002 0.19 0.13 0.01 0.71 0.095 0.32 0.055 0.01 0.06 0.12 0.1 0.14 0.07 0.01 0.13 0.04 0.35 0.06 0.1 0.09 0.1 0.1 0.09 0.11 0.19 0.09 0.17 0.21 0.205 0.33363
36_bjdldrz_1,SP z u ei h ou d e z u ei h ou SP k e u ang b i an ch eng t i an sh i SP,0.438662 0.11 0.01 0.4775 0.2025 0.24 0.05 0.13 0.24 0.01 0.39 0.24 0.125 0.445 0.12 0.55 0.01 0.01 0.06 0.04 0.13 0.18 0.21 0.13 0.02 0.12 0.3 0.105 0.71759
36_syst_13,s SP u ei ve sh i i ch ang i ou q v u h u ei AP d e l v x ing AP SP,0.15 0.16 0.01 0.01 0.1975 0.3 0.0125 0.1875 0.1325 0.14 0.01 0.215 0.165 0.25 0.3 0.15 0.01 0.08 0.34 0.08 0.25 0.07 0.26 0.22 0.15 0.2135 0.26771
36_adgy_14,SP q ing c i v uo u x i an SP ai v AP b ei ai d e l i l i ang SP AP,0.49424 0.17 0.09 0.19 0.4475 0.2625 0.77 0.3 0.26 0.01 0.64 0.09 0.69 0.11 0.3375 0.0925 0.37 0.28 0.08 0.57 0.15 0.43 0.09 0.01 0.775 0.1 0.48694
36_qmnlg_5,sh eng m ing zh i spn SP h ai i ou sh eng m ing SP,0.25 0.06 0.21 0.12 0.14 0.01 0.66 0.04 0.15 0.29 0.01 0.02 0.26 0.07 0.5 0.25 0.30369
36_ykndyw_42,r ang uo ch eng u ei SP AP SP n i d e i ou SP k e n SP,0.08 0.1075 0.33 0.2125 0.01 0.01 0.06 0.62 0.31 0.11 0.07 0.2275 0.0825 0.27 0.01 0.145 0.065 0.16 0.29 0.865 0.229664
36_yxqc_5,SP g u ch eng l i AP zh ang q i ao sh ang SP,0.344671 0.07 0.3 0.22 0.1975 0.1025 0.095 0.265 0.11 0.14 0.13 0.01 0.02 0.22 1.005 0.13363
36_qmnlg_13,SP an j ing d e c ai sh i SP k u k ou l i ang i ao SP,0.07 0.2175 0.0525 0.19 0.05 0.12 0.2 0.12 0.29 0.225 0.185 0.16 0.07 0.2 0.28 0.05 0.01 0.36 0.02 0.45 1.0349
36_nbzdds_7,h ai t ing j i an h u x i SP,0.21 0.13 0.18 0.1825 0.1775 0.01 0.44 0.23 0.175 0.325 0.36 0.701497
36_yxqc_17,SP z u ei l ang m an b u g uo v n i b ing j i an k an x i i ang AP,0.373923 0.1775 0.0125 0.02 0.17 0.1775 0.1025 0.1275 0.1425 0.38 0.08 0.31 0.15 0.06 0.13 0.16 0.15 0.1 0.03 0.11 0.15 0.03 0.23 0.45 0.01 0.1 0.31775
36_nbzdds_17,SP z ai x in l i q ing x i SP AP SP,0.236893 0.19 0.4575 0.2125 0.28 0.07 0.3 0.28 0.51 0.24 0.78 0.105 0.14 0.448497
36_ybkjdn_27,SP u ei uo z u d ang zh e r en j i an d e f eng l i AP,0.255692 0.02 0.1775 0.1125 0.17 0.09 0.12 0.25 0.11 0.16 0.07 0.26 0.27 0.01 0.02 0.05 0.04 0.22 0.3 0.11 0.095 0.23044
36_qmnlg_26,SP t ing g uo b ei z u zh ou d e m i m i SP,0.422063 0.14 0.19 0.06 0.14 0.15 0.1975 0.1925 0.27 0.16 0.1575 0.1125 0.25 0.17 0.23 0.18 0.155 0.889529
36_nn_33,SP zh en x in d e d u ei uo h ao SP,0.349388 0.16 0.3475 0.2125 0.2475 0.0525 0.11 0.17 0.01 0.23 0.11 0.23 0.135 0.812858
36_ykndyw_13,zh i n eng sh uo i j v h ua AP SP,0.15 0.2675 0.0525 0.1375 0.2025 0.22 0.4 0.24 0.2 0.27 0.195 0.35856 0.400884
36_knf_14,m eng zh ong d e spn SP AP n eng f ou h ua z uo sh u x i d e l i an SP,0.07 0.16 0.12 0.1975 0.0425 0.12 1.205 0.13 0.45 0.115 0.13 0.11 0.08 0.17 0.17 0.14 0.2375 0.1825 0.03 0.23 0.2 0.07 0.38 0.14 0.01 0.785 0.3865
36_syst_19,q ing sh i i ou f eng AP SP in i ou sh i v SP AP,0.16 0.06 0.3675 0.09 0.0125 0.02 0.19 0.385 0.165 0.44 0.01 0.01 0.1925 0.5675 0.01 0.49 0.245 0.57888
36_la_21,SP x i u ang n i d ao ie l i j i ou sh i l uo SP,0.410204 0.23 0.1475 0.0225 0.2475 0.0625 0.12 0.04 0.03 0.0675 0.0525 0.4025 0.1375 0.03 0.18 0.58 0.01 0.08 0.595 0.2855
36_sjmhynhhxk_17,SP r ang sh i j i an m ei h ao AP SP v n i h uan h uan x i ang k ou SP AP SP,0.362585 0.06 0.22 0.22 0.1175 0.18 0.0125 0.02 0.12 0.24 0.24 0.165 0.62 0.045 0.1 0.09 0.07 0.19 0.3 0.12 0.2 0.67 0.01 0.08 0.22 0.61 0.1 0.45994 0.420748
36_sjmhynhhxk_19,SP uo zh i t a f eng v j i an ch eng t u j ing r i m u b u sh ang AP SP,0.249887 0.08 0.12 0.1075 0.0825 0.13 0.13 0.1975 0.0225 0.18 0.04 0.06 0.15 0.11 0.1 0.08 0.14 0.08 0.11 0.19 0.04 0.16 0.1 0.2 0.25 0.385 0.44987 0.281542
36_knf_2,SP ie k ong d e x ing SP n eng f SP ou l uo x i ang ch en x i d e h ai SP,0.1 0.08 0.19 0.1675 0.0525 0.07 0.26 0.71 0.38 0.13 0.13 0.025 0.065 0.17 0.1 0.15 0.21 0.01 0.19 0.14 0.05 0.24 0.21 0.06 0.3 0.19 0.56 0.562255
36_yycy_23,SP n a spn a c ong c ong i i an j i ou SP b ie l i SP AP SP,0.281451 0.12 0.1075 0.0825 0.02 0.17 0.2575 0.1425 0.42 0.62 0.01 0.02 0.16 0.04 0.16 0.08 0.09 0.15 0.17 0.585 0.095 0.54031 0.276122
36_nn_52,SP uo ie x i u ang b i an SP g eng h AP SP,0.09 0.3575 0.035 0.2275 0.2775 0.0225 0.1 0.17 0.02 0.37 0.09 0.15 0.37 0.035 0.12 2.077885
36_syst_14,SP h ao d e h spn d e SP AP d ou sh i f eng j ing SP,0.481973 0.14 0.09 0.09 0.1375 0.1225 0.1575 0.1025 0.245 0.11 0.295 0.07 0.06 0.24 0.07 0.23 0.42 0.26 0.745 0.594532
36_yycy_1,SP uo l i ou zh i ie sh en SP zh i l i ao sh i m i an m eng i SP,0.53059 0.3375 0.0725 0.01 0.2225 0.2075 0.39 0.07 0.28 0.31 0.37 0.12 0.32 0.06 0.01 0.135 0.335 0.16 0.16 0.02 0.22 0.16 0.29 0.51 0.762875
36_knf_18,n eng f SP ou SP m an i d i an AP g an sh ou s u ei ve d e q i an q spn SP,0.11 0.09 0.01 0.09 0.07 0.11 0.12 0.2275 0.4225 0.13 0.04 0.15 0.22 0.07 0.03 0.18 0.13 0.13 0.01 0.15 0.28 0.05 0.06 0.3 0.01 0.02 0.16 0.15 0.28812
36_knf_10,k e n eng uo SP spn i an i ao i t AP SP i ao l u SP z ou d ao h ei b a SP,0.18 0.05 0.18 0.2175 0.1125 0.15 0.04 0.02 0.4 0.01 0.01 0.34 0.01 0.145 0.175 0.01 0.02 0.12 0.09 0.31 0.12 0.12 0.09 0.1375 0.1625 0.11 0.13 0.18 0.738619
36_hsgddj_38,SP u ei i ou g uo g u en t ang x in q ing SP AP SP,0.13 0.01 0.2975 0.0125 0.02 0.15 0.1 0.15 0.01 0.14 0.12 0.1075 0.2125 0.19 0.22 0.29 0.11 0.51644 0.340091
36_yycy_3,SP l ai SP b u j i AP f u v AP t a l v SP t u SP d e AP SP i i SP,0.288367 0.03 0.03 0.29 0.08 0.19 0.24 0.31 0.68 0.15 0.35 0.22 0.47 0.1 0.34 0.06 0.185 0.045 0.22 0.32 0.35 0.08 0.18 0.17 0.06 0.01 1.155 0.37238
36_la_41,SP uo m en j i ou h ao j v h ao s an SP,0.1 0.3375 0.1125 0.3375 0.1025 0.04 0.24 0.17 0.24 0.2 0.28 0.15 0.45 0.28 0.875 0.714777
36_yxqc_11,SP f eng q ing i ang x ia u ei i ang SP AP SP,0.170612 0.19 0.31 0.19 0.2675 0.0125 0.3 0.18 0.02 0.01 0.44 0.02 0.935 0.135 0.12469 0.412766
36_ydt_45,i an SP sh en j i an d ing zh e SP uo m en d e x spn z e SP AP,0.01 0.01 0.11 0.08 0.0975 0.0925 0.04 0.1875 0.0725 0.1575 0.1525 0.165 0.095 0.13 0.13 0.23 0.05 0.075 0.225 0.16 0.12 0.9 0.215 0.60494
36_ydt_34,SP n i ie q ing q ing d e f u h e AP,0.480771 0.1 0.2375 0.0725 0.19 0.11 0.17 0.23 0.05 0.07 0.21 0.14 0.17 0.405 0.376
36_ydt_40,SP i ong SP x in k e h ua z u ei x ing f u d e f eng g e SP AP,0.154286 0.01 0.01 0.09 0.09 0.0875 0.0825 0.1575 0.1325 0.1775 0.1125 0.01 0.07 0.2 0.09 0.18 0.22 0.04 0.1 0.2 0.24 0.04 0.775 0.39 0.27987
36_yd_9,SP ie d a ing i ong spn d ou b u r ang SP d u ei f ang d an x in SP,0.11 0.1575 0.0825 0.2275 0.8325 0.01 0.01 0.1 0.03 0.25 0.13 0.26 0.1 0.26 0.07 0.09 0.01 0.21 0.16 0.31 0.05 0.17 0.23 0.995 0.81662
36_nbzdds_1,SP c ai x ve h u ei f ei x ing SP,0.463855 0.15 0.11 0.23 0.1075 0.2325 0.02 0.46 0.22 0.1675 0.2425 0.745 0.27688
36_nbzdds_32,d u ei b u q i SP AP,0.08 0.01 0.2175 0.1125 0.3575 0.3225 0.73 0.135 0.357
